2457827.597	16.511
2457830.606	16.572
2457831.537	16.611
2457834.574	16.326
2457835.569	16.517
2457837.583	16.673
2457843.555	16.486
2457845.513	16.296
2457848.551	16.284
2457851.538	16.527
2457853.533	16.814
2457855.528	16.107
2457858.483	16.251
2457864.502	16.252
2457867.485	16.368
2457878.459	16.072
2457945.949	>16.118
2457949.939	16.556
2457953.936	16.707
2457956.918	16.446
2457958.915	16.399
2457966.905	16.788
2457969.934	16.629
2457980.869	16.417
2457981.881	16.323
2457983.858	16.35
2457985.855	16.655
2457994.828	16.619
2458000.854	16.549
2458003.808	16.795
2458004.82	>16.870
2458005.799	16.623
2458007.796	16.322
2458010.88	16.451
2458011.835	16.344
2458013.78	16.377
2458015.777	16.318
2458016.774	16.223
2458017.77	16.493
2458018.766	16.458
2458019.762	16.399
2458020.759	16.567
2458021.756	16.54
2458022.751	16.291
2458028.741	16.415
2458029.737	16.169
2458032.726	16.428
2458033.73	16.483
2458034.719	16.214
2458035.864	16.458
2458041.714	16.359
2458043.72	16.427
2458045.69	16.19
2458046.687	16.189
2458048.684	16.029
2458052.672	15.984
2458056.693	16.188
2458074.72	16.156
2458075.725	16.228
2458076.598	16.045
2458079.588	16.153
2458080.59	16.104
2458081.583	16.08
2458082.861	15.988
2458083.854	15.962
2458084.783	16.005
2458085.652	16.23
2458086.788	16.268
2458087.672	16.065
2458088.718	16.133
2458090.704	15.971
2458094.552	16.203
2458096.844	16.165
2458101.825	15.975
2458102.851	16.178
2458103.847	16.19
2458104.825	16.054
2458106.75	16.028
2458108.778	15.951
2458109.735	15.972
2458118.74	16.085
2458119.621	15.9
2458122.716	15.917
2458123.539	15.988
2458124.535	16.058
2458125.539	15.917
2458126.591	16.064
2458127.546	15.94
2458128.539	16.214
2458132.693	16.193
2458133.681	15.933
2458134.7	16.011
2458135.688	16.092
2458136.68	15.937
2458137.684	16.258
2458138.668	16.003
2458140.679	16.024
2458141.694	16.09
2458142.686	16.141
2458143.697	16.032
2458144.701	16.031
2458145.661	16.251
2458146.738	15.946
2458147.665	16.074
2458148.684	16.186
2458150.644	15.939
2458151.643	16.307
2458152.611	16.302
2458157.671	16.216
2458158.656	16.181
2458159.703	16.12
2458160.585	16.207
2458161.556	16.178
2458162.571	16.221
2458164.57	16.067
2458186.591	16.381
	
	
	
	
