2456793.461	15.761
2456846.95	16.516
2456848.954	15.672
2456849.945	16.367
2456855.934	16.644
2456858.926	16.7
2456873.905	16.629
2456876.925	16.866
2456878.891	17.13
2456885.858	16.85
2456886.877	16.757
2456888.871	17.096
2456889.899	17.15
2456891.854	>17.382
2456904.842	16.806
2456907.842	>16.979
2456915.824	16.664
2456918.787	16.381
2456920.853	17.256
2456921.775	17.014
2456925.786	16.894
2456930.749	16.455
2456936.858	16.557
2456942.748	16.623
2456943.768	16.47
2456951.759	16.378
2456957.749	16.857
2456961.742	16.593
2456964.745	16.333
2456968.786	16.13
2456970.639	16.57
2456971.7	16.528
2456972.697	16.325
2456973.719	16.567
2456974.765	16.508
2456975.679	16.451
2456976.802	16.352
2456978.692	16.333
2456979.774	16.559
2456980.769	16.302
2456983.596	16.696
2456984.771	16.169
2456988.591	16.539
2456991.727	16.396
2456993.665	16.543
2456996.663	16.387
2456999.665	16.178
2457000.656	16.533
2457002.655	16.276
2457003.644	16.282
2457004.644	16.227
2457005.641	16.34
2457006.633	16.429
2457007.636	16.17
2457008.649	16.232
2457009.655	16.144
2457010.635	16.279
2457011.645	16.13
2457013.721	16.256
2457014.717	16.234
2457015.641	16.266
2457016.66	16.135
2457017.718	16.167
2457018.657	16.035
2457019.698	16.224
2457020.632	16.077
2457021.626	16.335
2457022.634	16.052
2457023.648	16.29
2457025.635	16.15
2457026.709	15.999
2457027.612	16.232
2457029.626	15.928
2457031.633	16.198
2457032.744	16.102
2457033.62	16.104
2457034.716	16.126
2457036.612	16.048
2457037.614	16.175
2457038.617	16.238
2457039.608	16.195
2457040.607	16.226
2457042.635	16.243
2457043.63	16.238
2457044.624	16.191
2457045.62	16.227
2457046.689	16.193
2457047.61	16.173
2457049.61	16.152
2457050.615	16.123
2457052.591	16.144
2457053.594	16.324
2457056.6	16.477
2457058.68	16.379
2457060.577	16.605
2457062.597	16.422
2457064.614	16.392
2457065.676	16.335
2457067.579	16.398
2457068.647	16.509
2457070.588	16.309
2457072.571	16.422
2457074.571	16.399
2457076.566	16.48
2457078.563	16.293
2457079.561	16.46
2457080.589	16.183
2457084.55	16.721
2457085.617	16.606
2457086.621	15.982
2457087.621	16.533
2457089.62	16.267
2457094.501	16.546
2457096.504	16.365
2457110.564	16.511
2457111.559	16.221
2457112.56	16.144
2457113.549	16.491
2457114.548	16.664
2457115.547	16.638
2457117.543	16.48
2457118.541	16.695
2457121.532	16.435
2457124.529	16.457
2457126.521	16.292
2457129.508	16.45
2457130.509	16.419
2457131.502	16.989
2457132.5	16.342
2457133.482	16.436
2457134.494	16.311
2457135.487	16.384
2457136.498	16.439
2457139.487	16.34
2457142.499	16.457
2457146.466	15.951
2457148.456	16.434
2457150.45	16.488
2457221.945	16.686
2457224.925	16.412
2457227.906	16.446
2457247.86	16.66
2457249.851	16.376
2457251.849	16.626
2457256.837	16.49
2457258.83	16.871
2457261.823	16.558
2457265.814	>16.527
2457266.811	17.078
2457267.808	17.071
2457269.803	16.611
2457273.865	16.887
2457276.796	16.66
2457277.791	16.696
2457278.789	16.82
2457287.764	16.707
2457288.781	16.94
2457291.83	>17.039
2457292.789	16.533
2457293.855	>16.872
2457295.818	16.297
2457302.835	16.651
2457304.727	16.876
2457312.826	16.721
2457315.721	16.51
2457318.742	16.568
2457322.699	>16.916
2457325.705	16.787
2457331.825	16.539
2457333.748	16.77
2457337.804	16.84
2457340.778	16.718
2457347.695	16.53
2457354.641	16.649
2457356.676	16.541
2457360.67	16.312
2457362.747	16.447
2457364.76	16.235
2457367.61	16.232
2457374.735	16.257
2457375.535	16.307
2457376.841	16.363
2457377.63	16.458
2457379.664	16.164
2457383.651	16.36
2457384.692	16.343
2457386.708	16.019
2457388.769	16.162
2457389.625	16.36
2457394.621	16.243
2457396.739	16.158
2457398.753	16.148
2457399.601	16.248
2457402.746	16.085
2457404.722	16.175
2457405.596	16.073
2457407.639	16.121
2457409.759	16.297
2457415.738	16.336
2457416.718	16.038
2457418.596	15.938
2457419.725	16.093
2457420.642	15.863
2457422.723	16.061
2457423.661	15.921
2457424.648	16.053
2457425.644	16.047
2457426.591	16.044
2457428.704	15.94
2457429.677	16.01
2457433.678	15.898
2457434.678	15.857
2457435.688	15.968
2457437.545	15.973
2457439.674	15.943
2457440.665	16.11
2457441.577	15.973
2457444.662	15.852
2457445.632	16.006
2457447.642	15.968
2457448.647	15.997
2457452.64	15.915
2457458.617	16.065
2457466.595	16.155
2457467.559	16.277
2457471.576	16.048
2457476.566	16.232
2457479.486	16.396
2457485.521	16.221
2457496.523	16.203
2457585.937	16.569
2457589.925	16.354
2457592.922	16.619
2457604.895	16.487
2457608.886	16.386
2457625.839	16.56
2457635.896	16.62
2457649.776	16.899
2457662.739	16.393
2457666.733	16.397
2457668.879	16.631
2457670.719	16.621
2457673.747	16.447
2457674.878	16.609
2457683.825	16.763
2457687.673	16.718
2457689.666	16.508
2457691.717	16.869
2457694.774	16.445
2457698.721	16.613
2457699.655	16.349
2457710.676	16.518
2457713.655	16.558
2457717.736	16.332
2457718.67	16.41
2457721.705	16.601
2457725.59	16.558
2457729.589	16.855
2457737.784	16.908
2457740.785	17.134
2457742.645	16.489
2457745.676	16.702
2457749.538	16.673
2457750.589	16.748
2457759.571	16.719
2457762.633	16.866
2457764.665	>17.128
2457766.743	16.568
2457768.708	>16.560
2457770.768	16.575
2457771.62	16.963
2457775.755	17.134
2457778.551	16.995
2457780.582	16.911
2457782.689	17.039
2457784.568	17.052
2457787.543	17.049
2457789.714	16.946
2457790.714	>17.128
2457794.631	>17.127
2457798.695	>16.418
2457799.69	16.833
2457800.566	16.854
2457803.608	16.775
2457805.607	16.86
2457807.611	16.798
2457816.639	16.645
2457817.64	16.787
2457821.614	16.623
2457825.59	16.749
