2456789.475,15.821
2456790.454,15.719
2456792.456,16.035
2456794.456,15.804
2456795.459,15.77
2456796.452,15.831
2456809.446,16.033
2456810.445,16.062
2456831.952,15.969
2456855.883,16.421
2456856.909,16.407
2456857.907,16.224
2456859.881,16.498
2456862.942,16.498
2456863.943,16.438
2456873.896,16.458
2456874.88,16.952
2456876.87,16.734
2456876.915,16.626
2456878.907,16.588
2456878.911,16.928
2456880.899,16.573
2456880.928,16.491
2456884.834,17.03
2456885.841,16.452
2456887.85,16.535
2456887.866,16.628
2456888.839,16.47
2456888.889,16.658
2456889.881,16.597
2456889.905,16.588
2456890.886,16.596
2456891.864,16.487
2456891.931,16.249
2456894.88,16.46
2456895.877,16.418
2456904.821,16.229
2456907.891,16.246
2456908.879,16.063
2456909.827,16.294
2456918.802,16.18
2456918.886,16.269
2456920.841,16.28
2456920.858,16.16
2456921.773,16.301
2456921.802,16.149
2456922.767,16.318
2456922.803,16.296
2456925.759,16.206
2456927.879,15.946
2456930.753,16.23
2456933.879,15.926
2456936.738,16.033
2456936.795,15.974
2456937.715,15.734
2456939.73,16.133
2456941.718,15.912
2456942.764,15.774
2456943.785,15.875
2456948.712,15.784
2456948.776,15.79
2456950.777,15.79
2456951.739,15.775
2456954.708,15.88
2456959.725,15.853
2456959.823,15.664
2456961.756,15.718
2456961.771,15.723
2456964.725,15.941
2456964.802,15.757
2456966.683,15.743
2456967.743,15.725
2456968.701,15.788
2456969.716,15.65
2456970.642,15.762
2456971.818,15.876
2456972.708,15.862
2456972.77,15.83
2456973.707,15.837
2456973.786,15.961
2456974.671,15.882
2456974.746,15.992
2456975.668,16.166
2456975.765,15.938
2456976.728,15.987
2456976.844,15.997
2456978.622,16.044
2456978.666,16.256
2456979.697,15.99
2456979.84,16.155
2456980.616,16.036
2456980.724,15.984
2456983.604,16.141
2456983.701,16.196
2456984.803,16.181
2456988.578,16.391
2456988.592,16.539
2456990.7,16.266
2456991.656,16.413
2456992.68,16.342
2456993.568,16.477
2456993.726,16.41
2456995.575,16.504
2456996.574,16.508
2456996.642,16.497
2456999.653,16.562
2456999.723,16.716
2457000.658,16.298
2457000.721,16.553
2457002.634,16.434
2457002.646,16.614
2457003.635,16.357
2457003.667,16.583
2457004.632,16.56
2457004.635,16.608
2457005.632,16.671
2457005.644,16.662
2457006.627,16.686
2457006.641,16.662
2457007.541,16.636
2457007.627,16.465
2457008.643,16.857
2457008.661,16.464
2457009.68,16.496
2457009.695,16.725
2457010.706,16.582
2457010.731,16.691
2457011.7,16.492
2457012.623,16.76
2457013.675,16.588
2457013.717,16.838
2457014.676,16.589
2457015.638,16.574
2457015.672,16.749
2457016.697,16.376
2457017.638,16.352
2457017.671,16.464
2457018.669,16.81
2457018.709,17.111
2457019.686,16.562
2457019.712,16.801
2457020.611,16.439
2457020.672,16.542
2457021.608,16.627
2457021.667,16.552
2457022.61,16.706
2457023.631,16.479
2457023.665,16.688
2457024.627,16.713
2457025.647,16.44
2457025.702,16.813
2457026.662,16.218
2457027.605,16.595
2457027.645,16.49
2457029.628,16.391
2457029.637,16.682
2457031.617,16.261
2457031.644,16.455
2457032.664,16.359
2457033.594,16.83
2457033.631,16.364
2457034.591,16.562
2457034.697,16.348
2457035.593,16.58
2457036.592,16.333
2457036.62,16.398
2457037.59,16.458
2457037.622,16.249
2457038.613,16.158
2457038.643,16.26
2457039.697,16.207
2457039.744,16.212
2457040.636,16.12
2457040.699,16.379
2457041.662,16.354
2457042.667,16.276
2457042.669,16.318
2457043.645,16.255
2457044.596,16.228
2457044.637,16.266
2457045.636,16.036
2457045.683,16.187
2457046.683,16.139
2457047.593,16.304
2457047.63,16.116
2457049.589,16.241
2457049.627,16.268
2457050.597,16.036
2457051.587,16.151
2457051.654,16.164
2457052.686,15.867
2457052.688,16.204
2457056.664,16.016
2457060.579,16.046
2457060.613,15.776
2457062.567,15.872
2457062.608,15.853
2457063.651,15.85
2457065.595,15.764
2457065.679,15.979
2457066.604,15.856
2457067.605,15.857
2457067.652,15.808
2457068.659,15.81
2457069.559,16.048
2457069.654,15.825
2457070.605,15.868
2457071.546,15.868
2457071.641,15.843
2457072.649,15.99
2457074.55,15.862
2457074.586,15.86
2457076.537,15.917
2457076.584,15.82
2457078.536,15.964
2457078.581,15.847
2457079.576,15.927
2457079.607,15.855
2457080.577,15.863
2457082.576,15.66
2457084.571,15.756
2457084.579,15.739
2457086.571,15.941
2457088.531,15.883
2457089.534,15.71
2457091.632,15.918
2457094.504,15.778
2457096.493,16.265
2457096.628,15.811
2457099.498,15.762
2457101.542,15.672
2457103.497,15.636
2457103.542,15.831
2457107.536,16.006
