2457108.613,15.75
2457110.517,15.826
2457110.59,15.768
2457111.514,15.955
2457111.585,15.814
2457112.513,15.757
2457112.549,16.084
2457113.511,16.037
2457113.582,15.786
2457114.571,15.804
2457116.572,15.99
2457117.499,16.109
2457118.494,15.94
2457118.564,16.314
2457121.559,16.093
2457124.522,16.106
2457126.475,16.236
2457126.527,16.112
2457129.467,16.69
2457129.532,16.132
2457130.527,16.324
2457131.462,15.916
2457131.511,16.234
2457132.461,16.074
2457132.524,16.374
2457133.524,16.364
2457135.502,16.798
2457136.523,16.592
2457137.515,16.391
2457138.518,16.662
2457139.512,16.596
2457140.516,16.6
2457141.505,17.133
2457145.492,16.722
2457146.487,16.757
2457148.462,16.756
2457153.459,16.47
2457155.459,16.678
2457156.459,16.856
2457158.455,16.652
2457160.447,15.755
2457161.447,15.937
2457197.946,16.264
2457203.95,16.049
2457205.94,16.491
2457207.932,15.804
2457210.927,16.122
2457223.941,15.62
2457224.89,15.671
2457226.881,15.729
2457229.934,15.575
2457234.859,16.063
2457248.822,15.986
2457248.887,15.946
2457249.812,15.994
2457252.807,16.155
2457252.874,15.988
2457256.849,16.183
2457257.925,16.136
2457258.842,16.036
2457258.91,16.122
2457261.79,16.9
2457261.835,16.069
2457264.783,16.516
2457264.824,16.249
2457265.829,16.086
2457266.845,16.24
2457268.77,16.558
2457269.77,16.252
2457269.814,16.562
2457270.917,16.349
2457273.761,16.659
2457273.897,16.551
2457277.75,16.607
2457277.905,16.516
2457278.742,16.775
2457278.812,16.526
2457282.796,16.592
2457282.865,16.406
2457283.896,16.718
2457287.718,16.813
2457287.884,16.704
2457293.775,16.619
2457297.838,16.224
2457302.673,16.59
2457306.664,16.396
2457306.837,15.979
2457308.679,16.108
2457311.726,16.072
2457317.797,16.259
2457318.73,16.036
2457318.798,16.11
2457319.756,16.035
2457325.863,16.344
2457329.777,16.259
2457329.808,16.222
2457331.708,16.307
2457333.818,16.097
2457334.782,16.342
2457337.67,16.364
2457337.78,16.009
2457340.756,16.094
2457340.77,15.904
2457345.675,15.701
2457346.805,15.797
2457347.582,15.735
2457348.749,15.68
2457353.81,15.655
2457354.814,15.785
2457355.716,15.503
2457356.751,15.74
2457357.639,15.795
2457357.781,15.733
2457362.709,15.62
2457363.751,15.717
2457364.659,15.675
2457365.643,15.588
2457367.773,15.718
2457370.717,15.672
2457376.837,15.609
2457377.633,15.629
2457379.54,15.784
2457379.56,15.46
2457383.707,15.642
2457383.755,15.809
2457385.734,16.059
2457385.756,15.645
2457386.593,15.77
2457386.6,15.982
2457388.742,15.898
2457388.757,15.899
2457389.662,16.017
2457389.666,16.107
2457394.648,16.056
2457394.664,15.897
2457396.757,16.013
2457397.715,16.19
2457399.776,16.195
2457401.693,16.23
2457401.708,16.355
2457403.684,16.314
2457404.764,16.247
2457405.639,16.384
2457407.556,16.633
2457407.619,16.089
2457410.748,16.514
2457413.655,16.276
2457415.665,16.496
2457416.73,16.405
2457418.658,16.574
2457418.683,16.174
2457419.618,16.301
2457420.617,16.558
2457421.602,16.281
2457422.644,16.49
2457423.711,16.538
2457424.639,16.285
2457425.705,16.415
2457426.633,16.651
2457428.628,16.531
2457428.697,16.216
2457429.697,16.317
2457431.57,16.805
2457431.692,16.458
2457433.682,16.401
2457434.612,16.331
2457434.681,16.459
2457435.604,16.603
2457435.677,16.211
2457438.598,16.425
2457438.671,16.5
2457439.535,16.693
2457440.592,16.812
2457441.66,16.359
2457442.517,16.382
2457442.592,16.32
2457445.573,16.862
2457445.65,16.31
2457447.644,16.461
2457448.567,16.306
2457451.635,16.352
2457454.583,16.348
2457458.602,16.372
2457459.534,16.438
2457461.541,16.315
2457462.527,16.401
2457465.591,16.357
2457466.592,16.058
2457467.512,16.443
2457467.563,16.35
2457470.505,16.146
2457475.49,15.925
2457479.549,15.91
2457485.533,15.695
2457567.954,15.131
2457568.951,16.242
2457574.914,16.782
2457576.91,16.698
2457586.901,16.7
2457589.941,16.544
2457612.891,15.871
2457614.892,15.808
2457617.878,15.81
2457621.875,15.62
2457624.864,15.748
2457629.852,15.648
2457633.834,15.593
2457634.771,15.632
2457636.869,15.617
2457642.841,15.634
2457645.8,15.696
2457649.802,15.482
2457651.794,15.803
2457654.782,15.87
2457655.777,15.706
2457658.775,15.58
2457660.701,15.825
2457661.694,15.982
2457662.765,15.871
2457664.759,15.937
2457666.745,15.913
2457668.673,16.278
2457668.738,15.876
2457670.67,16.246
2457671.739,16.056
2457671.819,16.123
2457681.779,16.107
2457683.643,16.17
2457683.863,16.471
2457686.662,16.444
2457687.687,16.339
2457689.636,16.629
2457690.704,16.439
2457691.713,16.36
2457695.654,16.416
2457695.828,16.31
2457698.819,16.94
2457699.663,16.657
2457700.786,16.811
2457702.762,16.85
2457704.724,16.675
2457707.728,16.343
2457709.634,16.748
2457709.742,17.021
2457711.702,16.725
2457711.722,16.948
2457712.551,16.883
2457713.616,17.237
2457716.722,16.95
2457719.806,17.025
2457721.533,17.158
2457722.635,16.844
2457724.618,16.925
2457728.611,16.671
2457728.68,16.805
2457730.786,16.609
2457735.747,16.539
2457739.7,17.12
2457741.67,16.658
2457743.698,16.57
2457744.709,16.493
2457747.825,16.31
2457749.541,16.217
2457751.558,16.093
2457751.685,16.125
2457754.697,15.786
2457757.697,15.798
2457757.705,15.668
2457759.621,15.81
2457761.559,15.513
2457762.641,15.747
2457763.602,15.584
2457765.652,15.722
2457765.761,15.433
2457767.573,15.686
2457767.656,15.547
2457770.549,15.599
2457770.745,15.507
2457771.636,15.476
2457773.607,15.615
2457774.653,15.468
2457775.563,15.54
2457778.566,15.481
2457779.616,15.726
2457780.642,15.549
2457782.654,15.729
2457782.714,15.611
2457784.663,15.581
2457786.65,15.621
2457787.614,15.755
2457789.641,15.776
2457791.593,15.812
2457794.626,15.885
2457798.615,15.63
2457799.67,15.806
2457800.594,15.811
2457800.598,15.914
2457803.576,15.823
2457806.589,16.073
2457806.629,15.745
2457808.638,15.786
2457816.559,16.129
2457816.631,16.032
2457819.56,16.357
2457825.534,16.226
2457833.533,16.363
2457833.589,16.504
2457835.581,16.312
2457836.501,16.605
2457839.495,16.673
2457840.572,16.699
2457844.55,16.737
2457845.477,16.653
2457845.521,16.507
2457846.545,16.915
2457847.571,17.097
2457848.531,16.607
2457850.536,16.937
2457851.531,16.949
2457852.527,16.609
2457853.525,16.774
2457855.52,16.919
2457863.495,17.087
2457864.49,16.602
2457866.486,17.005
2457867.462,16.905
2457869.476,17.009
2457870.46,16.702
2457933.951,16.036
2457934.945,15.824
2457943.911,16.33
2457947.907,16.335
2457953.89,16.153
2457956.938,16.056
2457957.899,16.25
2457958.931,16.26
2457960.877,16.369
2457966.872,16.607
2457969.858,16.4
2457969.927,16.178
2457970.85,16.399
2457971.907,16.291
2457974.852,16.564
2457979.82,16.838
2457979.888,16.589
2457981.874,16.484
2457982.885,16.686
2457985.895,16.764
2457994.851,16.772
2458000.763,16.706
2458001.764,16.655
2458003.757,16.503
2458003.835,16.661
2458005.792,16.534
2458009.864,16.729
2458010.907,16.423
2458011.738,16.239
2458011.805,16.117
2458014.727,16.124
2458014.79,16.247
2458017.758,16.356
2458019.782,15.913
2458021.776,15.76
2458022.873,15.959
2458023.707,15.971
2458028.754,15.769
2458029.684,15.782
2458032.755,15.464
2458032.867,16.086
2458034.746,15.755
2458035.78,15.707
2458036.833,15.573
2458037.826,15.729
2458039.759,15.734
2458043.701,15.9
2458045.709,15.71
2458046.706,15.622
2458048.737,15.616
2458055.696,15.531
2458056.659,15.722
2458068.67,15.738
2458069.663,15.82
2458070.66,15.868
2458074.757,15.72
2458074.803,16.087
2458076.605,15.824
2458076.628,15.906
2458079.573,15.818
2458079.611,15.879
2458080.639,16.014
2458080.674,15.782
2458082.778,15.947
2458082.797,16.059
2458084.677,16.021
2458085.636,16.295
2458086.746,16.168
2458087.743,16.226
2458088.74,16.28
2458090.608,16.047
2458090.735,16.384
2458091.732,16.266
2458092.729,16.056
2458094.656,16.379
2458094.747,16.137
2458095.576,16.608
2458095.721,16.389
2458096.718,16.265
2458097.716,16.408
2458099.71,16.499
2458101.757,16.451
2458105.803,16.527
2458106.707,16.836
2458107.688,16.695
2458108.687,16.406
2458109.683,16.58
2458111.677,16.839
2458116.664,17.12
2458117.661,16.433
2458118.658,17.058
2458119.584,16.606
2458119.655,16.783
2458120.538,16.188
2458120.652,16.501
2458121.65,16.418
2458121.669,16.482
2458122.606,16.783
2458123.644,16.721
2458123.715,16.85
2458124.642,16.885
2458125.639,16.932
2458128.651,17.295
2458132.669,17.286
2458133.661,17.125
2458134.669,17.208
2458135.612,16.682
2458136.609,17.242
2458137.606,17.033
2458138.603,16.882
2458139.601,16.961
2458140.598,17.119
2458141.595,16.843
2458142.593,16.536
2458144.587,16.621
2458145.584,16.882
2458146.582,16.974
2458147.579,17.046
2458148.576,16.619
2458149.574,16.888
2458150.571,16.759
2458151.568,16.676
2458152.565,16.828
2458153.563,16.721
2458157.632,16.673
2458158.633,16.561
2458159.622,16.565
2458161.564,16.143
2458161.595,16.421
2458163.593,16.374
2458163.609,16.357
2458165.608,16.092
2458166.545,16.058
2458169.527,15.91
2458170.592,16.142
2458170.647,15.694
2458171.576,15.828
2458173.586,15.782
2458173.659,15.783
2458175.576,15.774
2458175.597,15.936
2458178.57,16.079
2458179.565,15.959
2458179.586,15.754
2458180.549,15.576
2458182.513,15.801
2458183.539,15.681
2458186.54,15.71
2458191.528,15.778
2458191.584,15.757
2458192.527,15.671
2458193.523,15.837
2458194.522,15.678
2458196.591,15.772
2458200.505,15.893
